country_id,year,top_10_richest_share,bottom_50_poorest_share,top_1_richest_share,gdp,gini,palma_ratio
154,2016,47.97,16.09,18.49,1568513348,55.86,4.22
154,2017,47.38,16.43,18.03,1675370641,55.19,4.07
154,2022,47.58,16.42,18.22,2057968520,55.3,4.08
155,1990,58.25,4.76,20.25,649644098,72.34,24.37
155,1991,57.41,5.53,19.62,780098205,71.17,19.36
155,1992,56.61,6.32,19.08,679997998,69.98,15.87
155,1993,55.82,7.07,18.52,768812335,68.85,13.51
155,1994,55.03,7.84,17.95,911915971,67.71,11.68
155,1995,54.35,8.48,17.39,870758739,66.76,10.49
155,1996,53.59,9.2,16.83,941742153,65.69,9.38
155,1997,52.78,9.89,16.15,850218034,64.62,8.48
155,1998,51.93,10.66,15.55,672375927,63.45,7.64
155,1999,51.05,11.42,14.9,669384769,62.27,6.94
155,2000,50.15,12.24,14.29,635874002,61.02,6.29
155,2001,49.21,13.24,13.72,1074851475,59.57,5.63
155,2002,48.41,14,13.13,1236235827,58.43,5.2
155,2003,47.76,14.48,12.53,1369685677,57.67,4.95
155,2004,46.99,14.82,12.25,1430217081,56.97,4.76
155,2005,46.44,14.98,12.05,1627058425,56.57,4.66
155,2006,45.96,15.03,11.87,1862116291,56.34,4.62
155,2007,45.29,15.32,11.65,2126679544,55.75,4.46
155,2008,44.61,15.53,11.37,2451896435,55.24,4.35
155,2009,43.94,15.91,11.18,2419014960,54.54,4.16
155,2010,42.76,16.48,10.69,2578159804,53.39,3.9
155,2011,42,16.83,10.43,2932274309,52.69,3.75
155,2012,42.35,16.8,10.9,3789251613,52.9,3.78
155,2013,42.94,16.62,11.47,4920343317,53.37,3.88
155,2014,43.43,16.61,12.05,5015180725,53.59,3.91
155,2015,43.89,16.59,12.63,4252029354,53.83,3.94
155,2016,44.14,16.66,13.06,3862721266,53.88,3.94
155,2017,45.34,16.03,13.98,3719443418,55.14,4.23
155,2022,45.68,16.07,14.44,4094563859,55.22,4.24
156,1990,36.21,20.79,10.14,36144336769,45.88,2.59
156,1991,34.08,21.84,9.16,45466164978,43.85,2.31
156,1992,33.66,22,9.46,52131320033,43.56,2.27
156,1993,32.6,22.31,8.16,60603815716,42.73,2.17
156,1994,31.43,22.93,8.63,73688724431,41.67,2.03
156,1995,31.65,22.94,9.01,87812540788,41.75,2.04
156,1996,33.23,21.64,9.14,96293086513,43.74,2.27
156,1997,32.56,21.55,8.39,100124000000,43.65,2.25
156,1998,35.31,20.43,10.18,85728207782,46,2.58
156,1999,38.41,19.25,11.62,86286849755,48.5,2.98
156,2000,39.03,19.13,11.24,96076539926,48.8,3.04
156,2001,42.84,18.3,12.34,89793790670,51.18,3.44
156,2002,43.26,17.81,12.73,92538372870,51.97,3.62
156,2003,41.49,18.54,11.87,97646401096,50.39,3.33
156,2004,39.85,19.2,11.91,115034000000,49.1,3.09
156,2005,39.1,19.73,11.86,127808000000,48.26,2.94
156,2006,39.62,19.51,11.13,148627000000,48.65,3
156,2007,39.02,19.51,11.2,180942000000,48.51,2.97
156,2008,43.71,18.16,13.2,193617000000,51.69,3.55
156,2009,41.59,18.98,12.15,194150000000,49.85,3.22
156,2010,40.95,18.88,12.05,239808000000,49.82,3.2
156,2011,42.2,18.54,12.34,279356000000,50.6,3.36
156,2012,41.8,18.75,12.06,295093000000,50.17,3.28
156,2013,43.43,18.2,12.86,307576000000,51.51,3.52
156,2014,44.21,17.99,13.28,314864000000,52.06,3.61
156,2015,43.99,18.23,13.17,307999000000,51.68,3.53
156,2016,44.25,18.1,13.26,319054000000,51.94,3.58
156,2017,42.7,18.52,12.25,343257000000,50.78,3.39
156,2022,30.94,24.25,9.36,498475000000,39.97,1.85
157,1997,20.41,34.13,4.42,27706028096,23.47,0.8
157,1998,21.51,33.15,4.87,29856000671,25.1,0.87
157,1999,22.22,32.93,5.45,30463670124,25.67,0.9
157,2000,22.31,32.58,5.21,29242558797,26.1,0.92
157,2001,23.67,31.95,6.27,30778781607,27.4,0.99
157,2002,24.05,31.65,6.48,35297794386,27.87,1.02
157,2003,23.22,32.19,5.84,46919965224,26.94,0.97
157,2004,26.03,29.84,7.96,57437444469,30.9,1.18
157,2005,25.56,30.19,7.45,62808723477,30.16,1.14
157,2006,26.04,29.56,7.57,70767338922,31.05,1.19
157,2007,26.1,29.28,7.37,86563986799,31.39,1.21
157,2008,24.8,31.04,6.87,100880000000,29.32,1.09
157,2009,23.81,31.25,6.65,89399303222,28.59,1.04
157,2010,26.09,30.48,8.29,91162836320,30.27,1.16
157,2011,24.94,30.68,7.18,99922685425,29.5,1.1
157,2012,24.47,31.05,7.14,94623731086,29.06,1.07
157,2013,26.57,30.66,8.62,98935222175,30.41,1.18
157,2014,24.45,31.63,7.35,101437000000,28.37,1.05
157,2015,25.52,31.04,7.95,88900883131,29.53,1.12
157,2016,23.71,31.77,6.41,89952699525,27.91,1.02
157,2017,22.31,31.48,5.93,95649966261,27.48,0.97
157,2018,22.57,30.71,5.65,106138000000,28.36,1.02
157,2022,21.46,31.4,4.99,115585000000,27.03,0.94
158,1992,20.82,34.66,4.19,14267106464,23.56,0.8
158,1993,23.24,32.59,4.74,14439020929,27.11,0.97
158,1994,22.86,32.98,5.05,16389101594,26.49,0.94
158,1995,24.34,31.29,5.4,21352224019,29.01,1.07
158,1996,24.63,28.07,5.47,21507232649,31.89,1.28
158,1997,26.11,32.8,6,20763101741,28.24,1.06
158,1998,26.12,31.44,6.24,22146231968,29.99,1.11
158,1999,26.89,33.25,6.52,22711384311,27.88,1.08
158,2000,25.84,32.9,6.2,20289627637,28.03,1.05
158,2001,25.46,31.59,5.82,20876309970,29.45,1.09
158,2002,25.82,32.61,5.89,23489890274,28.4,1.07
158,2003,26.4,30.71,6.19,29634713641,29.87,1.21
158,2004,25.4,23.33,6.02,34414784504,36.98,1.67
158,2005,24.58,30.19,5.39,36206395971,29.73,1.11
158,2006,21.99,32.26,4.83,39481045038,26.39,0.93
158,2007,22.58,31.97,5.18,48067401207,27.1,0.97
158,2008,22.57,32.29,5.2,55779427740,26.74,0.95
158,2009,21.55,33.13,4.55,50567734886,25.23,0.88
158,2010,24.11,31,5.27,48208240226,28.6,1.05
158,2011,23.66,31.17,5.12,51583869785,28.3,1.03
158,2012,24.09,30.66,5.24,46577793184,29.01,1.07
158,2013,24.27,29.93,5.31,48415657265,29.87,1.11
158,2014,24.88,29.73,5.83,49997186439,30.34,1.15
158,2015,24.34,29.87,5.39,43107506024,29.97,1.12
158,2016,24.55,29.72,5.53,44766722791,30.22,1.13
158,2017,24.61,29.97,5.83,48589100043,30.01,1.12
158,2018,24.68,30.03,5.89,54177882426,30.01,1.12
158,2022,25.56,29.04,6.84,60063475466,31.47,1.21
160,1990,43.92,14.94,12.36,1031282081,55.72,4.56
160,1991,43.99,14.89,12.41,717974930,55.8,4.59
160,1992,44.05,14.87,12.44,709297579,55.85,4.6
160,1993,44.11,14.85,12.49,1260132956,55.9,4.61
160,1994,44.11,14.86,12.49,1481205098,55.9,4.61
160,1995,44.07,14.88,12.46,1534756135,55.85,4.6
160,1996,44.07,14.89,12.47,1792234297,55.84,4.59
160,1997,44.15,14.86,12.52,2191749014,55.91,4.61
160,1998,44.14,14.85,12.51,2962047564,55.91,4.61
160,1999,44.18,14.84,12.54,3045751528,55.94,4.62
160,2000,44.12,14.87,12.5,3412797450,55.89,4.6
160,2001,44.1,14.86,12.48,2252847465,55.89,4.61
160,2002,44.04,14.88,12.44,2192684135,55.83,4.59
160,2003,44.11,14.86,12.49,2836724352,55.89,4.61
160,2004,44.13,14.86,12.51,3859592813,55.9,4.61
160,2005,44.07,14.89,12.47,4683246454,55.84,4.59
160,2006,44.06,14.9,12.47,5026743282,55.83,4.59
160,2007,44.1,14.88,12.49,5430713729,55.87,4.6
160,2008,44.05,14.88,12.45,5913620293,55.84,4.59
160,2009,44.01,14.88,12.41,2948594552,55.82,4.59
160,2010,43.95,14.9,12.37,2687807004,55.78,4.58
160,2011,43.87,14.94,12.32,2906000097,55.7,4.56
160,2012,43.91,14.93,12.36,4041702389,55.73,4.57
160,2013,43.9,14.93,12.35,5836021227,55.73,4.57
160,2014,43.96,14.91,12.39,6537360533,55.77,4.58
160,2015,43.99,14.9,12.41,6984947145,55.8,4.58
160,2016,44.05,14.88,12.45,7390796617,55.84,4.6
160,2017,44.03,14.88,12.43,8252394373,55.83,4.59
160,2022,44.01,14.91,12.42,10419541202,55.78,4.58
161,1990,41.6,17.63,8.56,126048000000,51.57,3.34
161,1991,43.7,16.46,9.32,135204000000,53.64,3.77
161,1992,43.27,16.99,9.42,146956000000,52.87,3.58
161,1993,41.38,17.75,9.3,147195000000,51.43,3.29
161,1994,42.63,17.06,10.07,153513000000,52.72,3.54
161,1995,43.34,16.84,10.65,171736000000,53.21,3.64
161,1996,43.84,16.48,11,163235000000,53.8,3.77
161,1997,44.8,16.31,11.77,168978000000,54.33,3.88
161,1998,45.16,15.93,12.13,152983000000,54.89,4.02
161,1999,46.64,15.35,12.98,151517000000,56.15,4.31
161,2000,47.89,14.64,13.71,151753000000,57.45,4.66
161,2001,48.45,15.03,14.01,135430000000,57.25,4.54
161,2002,49.95,14.9,14.75,129088000000,58.06,4.68
161,2003,51.21,14.85,15.05,197019000000,58.62,4.78
161,2004,50.69,15.44,14.81,255807000000,57.75,4.52
161,2005,51.85,15.47,15.32,288867000000,58.21,4.59
161,2006,52.45,14.83,15.95,303859000000,59.15,4.86
161,2007,53.87,13.84,16.52,333077000000,60.73,5.35
161,2008,51.65,14.52,15.72,316131000000,59.24,4.89
161,2009,51.41,14.54,15.08,329754000000,59.07,4.88
161,2010,53.94,13.33,15.72,417364000000,61.32,5.59
161,2011,54.57,12.99,15.59,458199000000,61.89,5.79
161,2012,57.49,11.61,16.23,434401000000,64.44,6.79
161,2013,57.12,11.74,16.11,400886000000,64.15,6.68
161,2014,56.97,11.85,16.04,381199000000,63.94,6.61
161,2015,56.38,12.08,15.82,346710000000,63.44,6.44
161,2016,56.15,12.59,15.79,323586000000,62.71,6.11
161,2017,56,12.48,15.75,381449000000,62.79,6.14
161,2022,55.7,12.73,15.69,405271000000,62.33,5.94
162,1990,26.34,28.25,7.48,283366000000,33.73,1.47
162,1991,26.96,26.62,7.87,330647000000,35.86,1.46
162,1992,25.77,28.57,7,355525000000,33.12,1.42
162,1993,25.33,28.57,6.4,392666000000,32.91,1.4
162,1994,24.94,28.53,5.88,463620000000,32.77,1.38
162,1995,24.5,28.54,5.37,566581000000,32.56,1.36
162,1996,24.89,26.85,5.12,610167000000,34.53,1.35
162,1997,25.31,27.63,5.36,569755000000,33.82,1.45
162,1998,25.82,27.32,5.57,383332000000,33.96,1.49
162,1999,26.87,26.49,5.98,497514000000,35.21,1.6
162,2000,27.27,26.05,6.11,576179000000,35.76,1.65
162,2001,28.19,25.43,6.55,547656000000,37.25,1.74
162,2002,29,24.76,6.94,627247000000,38.32,1.84
162,2003,29.39,24.38,7.15,702715000000,38.41,1.89
162,2004,30.13,23.86,7.59,793176000000,39.29,1.98
162,2005,30.46,23.59,7.84,934901000000,39.71,2.02
162,2006,31.16,22.78,8.29,1053220000000,41.42,2
162,2007,30.07,23.09,7.48,1172610000000,40.51,1.9
162,2008,32.46,22.09,8.81,1047340000000,42.65,2.15
162,2009,30.75,23.03,8.01,943942000000,40.87,1.94
162,2010,33.63,22.41,10.14,1143670000000,42.88,2.18
162,2011,32.72,22.83,8.13,1253290000000,42,2.08
162,2012,32.61,23.1,8.8,1278050000000,41.68,2.04
162,2013,31.72,23.51,8.53,1370630000000,40.87,1.94
162,2014,31.82,23.39,9.21,1484490000000,41.06,1.96
162,2015,29.45,25.03,8.25,1466040000000,38.21,1.69
162,2016,33.25,23.02,9.8,1499680000000,42.03,2.08
162,2017,33.88,22.78,9.2,1623070000000,42.51,2.14
162,2022,28.42,25.64,8.12,1673920000000,36.55,1.71
163,1990,46.8,12.52,12.93,,59.43,5.85
163,1991,46.92,12.46,13,,59.54,5.9
163,1992,47,12.43,13.05,,59.62,5.93
163,1993,47.11,12.38,13.12,,59.71,5.97
163,1994,47.16,12.36,13.14,,59.76,5.99
163,1995,47.08,12.39,13.09,,59.68,5.96
163,1996,47.11,12.38,13.11,,59.71,5.98
163,1997,47.22,12.33,13.18,,59.81,6.01
163,1998,47.18,12.35,13.16,,59.77,6
163,1999,47.21,12.35,13.18,,59.79,6.01
163,2000,47.18,12.35,13.15,,59.78,6
163,2001,47.12,12.37,13.11,,59.72,5.98
163,2002,47.06,12.39,13.07,,59.67,5.96
163,2003,47.05,12.42,13.09,,59.64,5.94
163,2004,46.98,12.47,13.06,,59.56,5.9
163,2005,46.96,12.47,13.04,,59.56,5.9
163,2006,46.93,12.49,13.03,,59.53,5.89
163,2007,46.97,12.47,13.05,,59.55,5.9
163,2008,47.34,12.23,13.22,14586253383,59.96,6.1
163,2009,47.19,12.31,13.14,12231264525,59.82,6.03
163,2010,47.33,12.39,13.32,14602072411,59.82,6
163,2011,47.38,12.52,13.47,14907308933,59.72,5.92
163,2012,47.75,12.49,13.81,11931472169,59.93,5.98
163,2013,47.31,12.9,13.7,18426469017,59.32,5.67
163,2014,46.96,13.26,13.65,13962212847,58.82,5.43
163,2015,47.05,13.38,13.83,11997800760,58.76,5.38
163,2016,47.28,13.43,14.09,,58.83,5.37
163,2017,47.27,13.43,14.08,,58.82,5.37
163,2022,47.07,13.62,13.99,,58.5,5.25
164,1990,31.11,26.83,8.89,536559000000,37.13,1.56
164,1991,30.36,27.2,8.61,577166000000,36.27,1.51
164,1992,29.96,27.46,8.6,630916000000,35.8,1.48
164,1993,29.74,27.52,8.55,525076000000,35.64,1.47
164,1994,30.47,28.29,9.06,530563000000,35.36,1.46
164,1995,30.71,27.07,9.27,614609000000,36.62,1.53
164,1996,30.31,28.31,8.99,642589000000,35.22,1.44
164,1997,29.74,28.37,8.64,590077000000,34.87,1.41
164,1998,29.67,27.92,8.66,619215000000,35.13,1.43
164,1999,29.9,28.03,8.84,634908000000,35.12,1.43
164,2000,29.24,28.92,8.58,598363000000,33.76,1.35
164,2001,28.88,29.19,8.29,627830000000,33.35,1.32
164,2002,28.8,29.44,8.44,708757000000,33.05,1.31
164,2003,29.04,29.18,8.58,907492000000,33.29,1.33
164,2004,28.59,29.85,8.28,1069060000000,32.41,1.27
164,2005,27.74,29.49,7.86,1153720000000,32.18,1.25
164,2006,27.99,29.43,7.98,1260400000000,32.28,1.27
164,2007,27.32,30.26,7.68,1474000000000,31.16,1.2
164,2008,27.98,29.92,8.33,1631860000000,31.84,1.25
164,2009,28.01,29.13,8.82,1491470000000,32.46,1.3
164,2010,27.43,29.23,8.3,1422110000000,32.05,1.27
164,2011,27.24,29.18,8.12,1480710000000,31.97,1.27
164,2012,27.32,29.5,8.45,1324750000000,31.71,1.26
164,2013,27.45,29.09,8.47,1355580000000,32.19,1.28
164,2014,27.69,28.99,8.65,1371820000000,32.49,1.3
164,2015,28.31,28.65,9.07,1196160000000,33.13,1.35
164,2016,28.34,28.23,9.25,1233550000000,33.56,1.37
164,2017,27.9,29.12,9.12,1313250000000,32.5,1.31
164,2022,26.72,27.63,7.28,1417800000000,33.68,1.34
165,1990,43.89,17.13,17.48,8032551173,53.55,3.8
165,1991,43.79,17.06,16.95,9000362582,53.53,3.8
165,1992,44.11,16.75,16.78,9703011636,54,3.91
165,1993,44.29,16.51,16.52,10338679636,54.32,3.98
165,1994,44.42,16.33,16.26,11717604209,54.55,4.04
165,1995,44.47,16.21,15.96,13029697561,54.69,4.07
165,1996,45.15,15.84,16.53,13897738375,55.4,4.24
165,1997,46.08,15.38,17.29,15091913884,56.33,4.47
165,1998,46.82,15.03,17.92,15794972847,57.05,4.65
165,1999,47.63,14.62,18.65,15656327860,57.86,4.87
165,2000,48.28,14.32,19.23,16330814180,58.5,5.05
165,2001,48.9,14.04,19.77,15749753805,59.08,5.22
165,2002,49.6,13.63,20.45,16536535647,59.85,5.47
165,2003,49.5,13.56,20.66,18881765437,59.91,5.5
165,2004,49.22,13.86,20.82,20662525941,59.45,5.32
165,2005,48.98,13.96,20.84,24405791045,59.24,5.26
165,2006,48.74,13.96,20.84,28279802406,59.15,5.24
165,2007,47.63,14.36,19.93,32350238760,58.23,4.99
165,2008,46.42,15.09,18.83,40713826215,56.89,4.62
165,2009,45.39,15.61,17.96,42066224093,55.86,4.36
165,2010,46.86,14.82,19.26,58636161082,57.38,4.76
165,2011,47.45,14.74,19.78,67753284044,57.73,4.84
165,2012,47.99,14.53,20.24,70447216891,58.22,4.97
165,2013,47.69,15.03,20.05,77000578167,57.47,4.71
165,2014,47.92,14.96,20.11,82528535714,57.65,4.77
165,2015,47.87,15.06,19.94,85140955389,57.52,4.74
165,2016,48.04,15.02,20.02,88012282206,57.64,4.77
165,2017,48.26,14.85,20.16,94376237797,57.93,4.86
165,2022,41.15,17.75,14.29,74144875098,51.58,3.47
166,1990,42.18,15.9,11.22,33641222222,53.82,4.12
166,1991,42.27,15.76,11.22,44168918919,54,4.17
166,1992,42.22,15.77,11.19,7031909434,53.97,4.16
166,1993,41.92,15.99,11.05,8881005436,53.6,4.06
166,1994,41.93,16.01,11.06,12793794737,53.57,4.05
166,1995,41.9,16.07,11.06,13830363900,53.5,4.02
166,1996,41.95,16.11,11.12,9018300725,53.47,4.01
166,1997,42.07,16.1,11.22,11681175864,53.53,4.02
166,1998,42.03,16.14,11.21,11250221537,53.47,4.01
166,1999,41.87,16.27,11.13,10682028340,53.25,3.95
166,2000,41.74,16.41,11.08,12257299147,53.03,3.9
166,2001,41.81,16.35,11.11,15716361792,53.13,3.93
166,2002,41.82,16.36,11.12,18137128388,53.13,3.93
166,2003,41.72,16.47,11.09,21355298460,52.96,3.89
166,2004,41.51,16.72,11.03,26646007251,52.58,3.81
166,2005,41.33,16.88,10.95,35182711988,52.31,3.75
166,2006,41.33,16.9,10.95,45263831634,52.3,3.75
166,2007,41.35,16.94,10.98,59440139775,52.25,3.73
166,2008,41.5,16.83,11.06,64833083257,52.45,3.78
166,2009,41.33,17.07,11.03,51621044077,52.09,3.68
166,2010,42.18,16.7,11.94,58962978034,52.93,3.86
166,2011,42.86,16.55,12.8,55018567211,53.43,3.96
166,2012,43.36,16.62,13.62,37632919967,53.6,3.97
166,2013,44.01,16.52,14.5,43024018082,54.04,4.05
166,2014,44.38,16.65,15.22,49516748618,54.08,4.03
166,2015,44.12,16.95,15.13,51726758677,53.62,3.91
166,2016,44.45,16.56,15.23,42630376000,54.21,4.06
166,2017,44.54,16.49,15.29,41283617976,54.33,4.09
166,2022,44.58,16.54,15.36,51666875363,54.28,4.08
167,2022,49.08,12.64,17.19,3620987993,60.6,6.4
169,1990,17.61,41.2,4.62,261846000000,14,0.55
169,1991,18.17,40.91,4.48,274229000000,14.62,0.57
169,1992,18.04,41.22,4.3,284321000000,14.16,0.56
169,1993,18.09,41.52,4.58,212953000000,13.72,0.56
169,1994,19.59,40.77,5.97,229034000000,15.37,0.62
169,1995,20.43,39.81,6.66,267306000000,16.89,0.66
169,1996,19.48,40.14,5.78,291744000000,16.1,0.63
169,1997,20.08,39.4,6.26,268146000000,17.27,0.66
169,1998,20.26,38.89,6.36,270809000000,17.88,0.68
169,1999,20.09,39.09,6.26,274072000000,17.55,0.67
169,2000,18.29,40.36,5.61,262835000000,15.43,0.59
169,2001,18.21,40.35,5.02,242396000000,15.43,0.59
169,2002,18.89,39.6,5.61,266849000000,16.47,0.62
169,2003,19.61,39.07,6.57,334337000000,17.42,0.65
169,2004,20.8,37.99,6.6,385118000000,19,0.72
169,2005,22.5,36.65,7.03,392218000000,21.25,0.8
169,2006,23.48,35.99,7.91,423093000000,22.39,0.85
169,2007,23.56,35.11,7.86,491253000000,23.49,0.88
169,2008,23.41,34.88,7.56,517706000000,23.75,0.89
169,2009,21.66,35.66,6.13,436537000000,21.86,0.8
169,2010,22.97,34.44,7.17,495813000000,23.87,0.88
169,2011,22.6,34.59,6.82,574094000000,23.5,0.86
169,2012,21.55,35.74,6.29,552484000000,21.71,0.8
169,2013,21.71,35.75,6.27,586842000000,21.83,0.8
169,2014,21.74,35.37,6.26,581964000000,22.18,0.81
169,2015,21.98,35.31,6.39,505104000000,22.32,0.82
169,2016,20.62,36.33,5.53,515655000000,20.54,0.75
169,2017,21.32,35.89,6.15,541019000000,21.51,0.78
169,2022,24.47,33.69,8.72,590410000000,25.4,0.96
170,1990,25.36,31.04,7.71,265764000000,29.81,1.12
170,1991,24.43,32.46,7.1,268902000000,27.83,1.03
170,1992,23.32,33.28,6.43,279921000000,26.58,0.95
170,1993,23.48,33.7,6.48,272238000000,26.13,0.94
170,1994,23.57,33.92,6.57,301375000000,26.01,0.93
170,1995,23.51,33.48,6.56,352836000000,26.39,0.94
170,1996,24.27,34.04,7.01,340104000000,26.04,0.95
170,1997,24.87,33.17,7.54,294788000000,27.32,1
170,1998,25.23,32.86,7.7,303459000000,27.81,1.03
170,1999,24.64,33.79,7.15,297874000000,26.3,0.97
170,2000,24.96,31.7,7.39,279216000000,28.56,1.07
170,2001,24.42,32.49,6.91,286583000000,27.48,1.02
170,2002,23.02,33.04,6.02,309301000000,26.15,0.94
170,2003,24.79,31.96,7.3,362075000000,28.24,1.05
170,2004,25.06,32.03,7.44,403913000000,28.11,1.06
170,2005,25.97,31.61,8.02,418285000000,29.12,1.11
170,2006,26.3,30.62,8.21,441635000000,30.38,1.17
170,2007,24.82,31.37,7.02,490741000000,28.84,1.08
170,2008,22.67,32.8,5.85,567268000000,26.27,0.94
170,2009,22.87,32.39,6,554213000000,26.92,0.97
170,2010,25.33,30.82,7.46,598851000000,29.67,1.13
170,2011,25.05,31.36,7.39,715888000000,28.98,1.09
170,2012,24.09,31.71,6.55,686420000000,28.19,1.04
170,2013,24.22,31.8,6.48,706235000000,27.96,1.04
170,2014,23.9,31.9,6.43,726538000000,27.73,1.02
170,2015,23.47,32.11,6.42,694118000000,27.39,1
170,2016,23.15,32.15,6.2,687895000000,27.2,0.98
170,2017,22.52,32.83,5.78,695201000000,26.13,0.93
170,2022,22.75,32.99,6.19,818427000000,25.97,0.94
171,1990,52.14,12.26,20.91,12308624284,62.47,6.53
171,1991,52.16,12.25,20.92,12981833333,62.5,6.54
171,1992,52.14,12.28,20.93,13253565899,62.45,6.51
171,1993,52.34,12.28,21.15,13695962019,62.54,6.52
171,1994,52.17,12.37,21.03,10122020000,62.36,6.45
171,1995,52.16,12.41,21.05,11396706587,62.31,6.42
171,1996,52.15,12.46,21.07,13789560878,62.25,6.38
171,1997,52.03,12.46,20.78,14505233463,62.18,6.36
171,1998,51.9,12.47,20.48,15200846154,62.1,6.34
171,1999,51.78,12.48,20.2,15873875969,62.01,6.31
171,2000,51.86,12.42,20.09,18937052543,62.1,6.35
171,2001,51.32,12.63,19.47,20237024725,61.6,6.16
171,2002,51.03,12.7,19.03,20669357462,61.39,6.09
171,2003,50.79,12.72,18.61,21828144686,61.23,6.05
171,2004,51.4,11.86,18.4,25086950495,62.35,6.67
171,2005,52.01,11.66,18.93,28858965517,62.85,6.87
171,2006,52.24,11.53,19.09,33751788856,63.11,7
171,2007,52.2,11.57,19.1,40465318382,63.05,6.97
171,2008,52.2,11.56,19.1,52557913193,63.05,6.97
171,2009,52.28,11.48,19.13,54111735242,63.18,7.04
171,2010,52.31,11.44,19.14,61390831318,63.24,7.08
171,2011,52.29,11.46,19.13,67539427671,63.2,7.06
171,2012,52.24,11.52,19.11,43190317725,63.12,7.01
171,2013,52.26,11.51,19.13,21361254648,63.13,7.02
171,2014,52.26,11.51,19.13,21502061462,63.14,7.02
171,2015,52.27,11.5,19.14,16466863097,63.15,7.03
171,2016,52.29,11.5,19.15,12597854884,63.16,7.03
171,2017,52.29,11.5,19.15,16369843341,63.16,7.03
171,2022,52.19,11.56,19.08,,63.04,6.97
172,1990,33.84,18.22,9.28,,47.24,3.06
172,1991,34.99,17.69,10.18,,48.35,3.26
172,1992,33.99,17.97,9.2,,47.58,3.12
172,1993,34.13,17.22,9.09,,48.45,3.29
172,1994,35.42,16.97,10.12,,49.31,3.46
172,1995,36.09,16.57,10.25,,50.03,3.61
172,1996,35.99,15.92,10.07,,50.71,3.77
172,1997,36.53,15.65,10.4,,51.24,3.89
172,1998,37.31,15.21,10.98,,52.09,4.1
172,1999,38.09,14.96,11.4,,52.72,4.25
172,2000,38.4,14.66,11.97,,53.18,4.36
172,2001,41.66,12.9,15.34,,56.7,5.44
172,2002,41.79,12.75,14.81,,56.89,5.53
172,2003,43.62,12.24,16.61,,58.31,6.01
172,2004,43.76,12.35,16.09,,58.22,5.96
172,2005,43.98,11.72,16,,59.03,6.33
172,2006,43.6,11.45,15.16,,59.13,6.44
172,2007,44.06,11.39,15.39,,59.4,6.53
172,2008,42.04,12.02,13.96,,57.78,5.9
172,2009,43.58,12.2,15.18,,58.28,6
172,2010,45.97,11.37,17.24,,60.31,6.8
172,2011,44.84,11.69,16.15,,59.43,6.45
172,2012,44.4,12.37,16.49,,58.49,6.01
172,2013,44.59,12.49,16.25,,58.42,5.97
172,2014,46.62,11.97,19.16,,60,6.51
172,2015,44.57,12.62,16.06,,58.27,5.9
172,2016,46.2,12.28,17.75,,59.41,6.27
172,2017,45.26,13.15,16.93,,58,5.71
172,2022,45.09,13.24,16.79,,57.81,5.64
173,1990,36.35,19.56,11.2,2603571429,47.17,2.75
173,1991,36.48,19.46,11.26,2550943396,47.38,2.78
173,1992,36.51,19.45,11.28,1908554572,47.43,2.78
173,1993,36.58,19.4,11.31,1646623195,47.54,2.8
173,1994,36.74,19.3,11.39,1522001206,47.73,2.83
173,1995,36.42,19.38,11.14,1231561860,47.52,2.8
173,1996,36.55,19.3,11.21,1043654822,47.69,2.82
173,1997,36.86,19.12,11.4,921518033,48.06,2.88
173,1998,36.94,19.06,11.45,1320199582,48.18,2.9
173,1999,37.05,19.02,11.55,1086612290,48.3,2.91
173,2000,38.32,18.12,12.15,860541842,49.89,3.19
173,2001,39.28,17.41,12.69,1080772551,51.08,3.42
173,2002,40.26,16.71,13.29,1221106220,52.27,3.67
173,2003,40.72,16.44,13.43,1555318261,52.78,3.78
173,2004,40.96,16.6,12.68,2076176869,52.58,3.76
173,2005,41.04,16.63,14.63,2312352021,52.69,3.75
173,2006,40.73,17.04,15.57,2830213849,52.17,3.62
173,2007,40.26,17.53,16.08,3719524541,51.47,3.47
173,2008,39.71,17.3,14.83,5161299725,51.46,3.48
173,2009,39.69,16.82,14.01,4979472364,51.99,3.61
173,2010,39.89,16.78,13.9,5642221099,52.09,3.63
173,2011,39.78,16.95,13.52,6522756255,51.83,3.58
173,2012,40.16,16.75,13.62,7633036903,52.18,3.65
173,2013,40.39,16.69,13.59,8448411318,52.31,3.68
173,2014,40.09,16.99,13.11,9112605459,51.82,3.57
173,2015,39.84,17.23,12.64,8271431485,51.43,3.5
173,2016,41.06,16.27,13.77,6992416097,53.04,3.84
173,2017,41.37,16.02,14.08,7536402853,53.45,3.94
173,2022,37.34,18.9,11.72,10713525200,48.53,2.96
174,1990,42.81,15.98,11.45,6184384225,54.19,4.09
174,1991,42.72,16.02,11.39,7197768159,54.11,4.07
174,1992,42.85,15.94,11.45,6681997469,54.22,4.1
174,1993,43.12,15.83,11.62,6182872708,54.45,4.16
174,1994,43.37,15.73,11.77,6550480484,54.65,4.21
174,1995,43.6,15.63,11.9,7631431840,54.85,4.26
174,1996,43.82,15.52,12,9433528150,55.04,4.32
174,1997,43.93,15.44,12,11158197942,55.16,4.35
174,1998,44.49,15.12,12.25,12172790056,55.73,4.51
174,1999,44.59,15.04,12.25,12704334196,55.84,4.54
174,2000,44.87,14.93,12.45,13371767082,56.05,4.6
174,2001,45.29,14.85,12.87,13563990022,56.33,4.66
